                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 1.6078,                  1.734,                 1.3885,                 1.0648,                0.24062,                0.08448,                0.08712,                0.03483,                0.21755,                0.08226,                0.09192,                0.04184,                 2.0818,                 2.2041,                 1.8265,                 1.2422,              0.0013369,              0.0013369,              0.0013369
                     22,                 1.6251,                 1.7019,                 1.4288,                 1.0289,                 0.2273,                0.10282,                0.08929,                0.03246,                0.16695,                0.09689,                0.07676,                0.02871,                 2.1531,                 2.2917,                 1.5088,                 1.2628,              0.0013204,              0.0013204,              0.0013204
                     23,                 1.5766,                 1.8312,                 1.3408,                  1.033,                0.78467,                0.09107,                0.09935,                0.03815,                0.74486,                0.08284,                0.08869,                0.03608,                 1.9814,                 2.3434,                 1.7228,                 1.2074,              0.0013039,              0.0013039,              0.0013039
                     24,                 1.5577,                 1.6626,                 1.3188,                 1.0094,                0.28022,                0.09364,                0.10645,                0.04007,                0.25151,                0.08578,                0.10232,                0.04268,                 2.0939,                 2.1781,                 1.7163,                  1.295,              0.0012874,              0.0012874,              0.0012874
                     25,                 1.5453,                 1.6863,                 1.3242,                 0.9991,                0.77192,                0.08336,                0.09784,                0.04112,                0.74307,                0.07814,                0.09114,                0.03876,                  1.969,                 2.0668,                 1.6491,                 1.2341,              0.0012709,              0.0012709,              0.0012709
                     26,                 1.5591,                 1.7758,                 1.3599,                0.98219,                0.20718,                0.09929,                0.08394,                0.03157,                0.20962,                0.11986,                0.10548,                0.05153,                 2.0006,                 2.1742,                 1.4329,                 1.2479,              0.0012544,              0.0012544,              0.0012544
                     27,                 1.5817,                 1.7182,                 1.2995,                 1.0601,                0.23821,                0.09401,                 0.0997,                0.04112,                0.23029,                0.09694,                0.10637,                0.04576,                 1.9972,                 1.9499,                 1.5493,                 1.2329,              0.0012379,              0.0012379,              0.0012379
                     28,                 1.5358,                 1.5682,                 1.3059,                0.97831,                  0.293,                0.08226,                0.11568,                0.04838,                0.14961,                0.11692,                0.11299,                0.05377,                 2.0829,                 2.1542,                 1.7506,                 1.2507,              0.0012214,              0.0012214,              0.0012214
                     29,                 1.4647,                 1.6152,                  1.239,                0.99915,                0.28668,                0.08813,                0.11056,                0.04234,                0.22865,                0.07814,                0.09385,                 0.0412,                 2.0067,                 2.0985,                 1.8803,                  1.233,              0.0012049,              0.0012049,              0.0012049
                     30,                   1.51,                 1.6804,                 1.2549,                 1.0081,                 0.2464,                0.09577,                0.10697,                0.04347,                0.22456,                0.09048,                0.10455,                0.04399,                 1.9643,                 2.0829,                 1.4892,                 1.2551,              0.0011884,              0.0011884,              0.0011884
                     31,                 1.4163,                 1.6316,                  1.205,                 1.0007,                0.24595,                0.08646,                0.08771,                0.03342,                0.20826,                0.07521,                0.07458,                0.02771,                 2.0623,                 2.2736,                 1.8206,                 1.2736,              0.0011719,              0.0011719,              0.0011719
                     32,                 1.4483,                 1.5285,                 1.2148,                 1.0085,                0.26633,                0.08872,                0.11989,                0.05072,                0.09801,                0.13278,                0.10998,                0.04612,                  1.961,                 2.1453,                 1.7732,                 1.2248,              0.0011554,              0.0011554,              0.0011554
                     33,                 1.4298,                 1.5735,                 1.1962,                0.97844,                0.24903,                0.09401,                0.10363,                 0.0429,                0.23094,                0.09481,                0.10407,                0.04781,                 1.9018,                 2.1292,                 1.5213,                 1.2105,              0.0011389,              0.0011389,              0.0011389
                     34,                 1.5082,                 1.6135,                 1.2099,                0.99172,                 0.2686,                0.09929,                0.10698,                0.04444,                0.25402,                0.09871,                0.10998,                0.04841,                 1.8903,                 2.0375,                 1.3902,                 1.1899,              0.0011224,              0.0011224,              0.0011224
                     35,                 1.4904,                 1.5416,                 1.2305,                 1.0015,                 0.2457,                0.08799,                0.09599,                0.03783,                0.22429,                0.08226,                0.08925,                0.03778,                 2.0913,                  2.298,                 1.7709,                 1.2454,              0.0011059,              0.0011059,              0.0011059
                     36,                  1.526,                 1.6703,                 1.2092,                0.98442,                0.19586,                0.09048,                0.08819,                0.03633,                 0.1859,                0.09636,                0.08824,                0.03646,                 1.9804,                 2.0786,                  1.425,                 1.2434,              0.0010894,              0.0010894,              0.0010894
                     37,                 1.4729,                 1.5681,                 1.1504,                0.98953,                0.27265,                0.08872,                0.10687,                0.04244,                0.20595,                0.08518,                0.09492,                0.04015,                 2.0773,                  2.137,                 1.7067,                 1.2611,              0.0010729,              0.0010729,              0.0010729
                     38,                 1.4302,                 1.5439,                 1.1991,                0.97939,                0.26154,                0.08872,                0.11325,                0.04947,                0.22351,                0.08108,                0.10593,                 0.0504,                 1.9429,                 2.1196,                 1.5016,                 1.2378,              0.0010564,              0.0010564,              0.0010564
                     39,                 1.3574,                 1.4833,                 1.0981,                0.96991,                0.26128,                0.09401,                0.11901,                0.05274,                0.23809,                0.08754,                0.11263,                0.04995,                 1.8881,                 2.1885,                 1.5488,                 1.2389,              0.0010399,              0.0010399,              0.0010399
                     40,                 1.4411,                 1.4968,                 1.1401,                0.93421,                0.27374,                0.10236,                 0.1172,                0.04981,                0.23955,                0.09166,                0.10545,                0.05007,                 1.8831,                 2.1885,                 1.4305,                 1.2305,              0.0010234,              0.0010234,              0.0010234
                     41,                 1.3943,                 1.5657,                 1.1161,                0.96694,                0.25509,                0.08989,                0.11434,                0.04856,                0.22546,                0.08226,                0.10473,                0.04746,                  1.933,                 2.1132,                 1.5857,                 1.2507,              0.0010069,              0.0010069,              0.0010069
                     42,                 1.4331,                 1.4374,                 1.1317,                0.97567,                0.26384,                0.08578,                0.10768,                0.04876,                 0.2605,                0.08813,                 0.1152,                0.05421,                 1.9323,                 2.0577,                 1.6171,                 1.2159,             0.00099036,             0.00099036,             0.00099036
                     43,                  1.359,                 1.5316,                 1.0876,                0.97582,                0.22442,                  0.104,                0.09574,                 0.0408,                0.19436,                0.10811,                0.09799,                0.04271,                 1.8821,                 1.9763,                 1.3194,                 1.1859,             0.00097386,             0.00097386,             0.00097386
                     44,                 1.3075,                 1.4669,                 1.0551,                0.93782,                 0.2358,                0.10576,                0.10183,                0.04315,                0.21075,                0.10576,                0.10286,                0.04534,                 1.9295,                 2.0548,                 1.3041,                 1.2282,             0.00095736,             0.00095736,             0.00095736
                     45,                 1.3633,                 1.4064,                 1.0924,                0.95042,                0.26319,                0.10341,                0.11522,                0.04871,                0.24004,                0.09694,                0.10805,                 0.0462,                 1.9256,                 2.1791,                 1.4692,                 1.2201,             0.00094085,             0.00094085,             0.00094085
                     46,                 1.3405,                   1.56,                 1.0431,                0.93973,                0.28029,                0.09518,                0.11401,                0.04695,                0.24546,                0.08813,                0.10812,                0.04812,                 1.9169,                  2.197,                 1.6119,                 1.2153,             0.00092435,             0.00092435,             0.00092435
                     47,                 1.3263,                 1.4953,                 1.0171,                0.93576,                0.25933,                0.09224,                0.11034,                0.04762,                0.23546,                0.08519,                0.10392,                0.04642,                 1.8595,                 2.0792,                 1.5721,                 1.1837,             0.00090785,             0.00090785,             0.00090785
                     48,                 1.3587,                 1.4576,                 1.0225,                0.93117,                0.24717,                0.10165,                0.10717,                0.04528,                0.23241,                0.10104,                0.10763,                0.05067,                 1.8649,                 2.1649,                 1.4192,                 1.2063,             0.00089134,             0.00089134,             0.00089134
                     49,                 1.3555,                 1.4808,                 1.0256,                0.94769,                0.28423,                0.08823,                 0.1234,                0.05764,                0.22472,                0.09694,                0.11526,                 0.0548,                 1.8709,                 2.0584,                 1.5517,                 1.1972,             0.00087484,             0.00087484,             0.00087484
                     50,                 1.3074,                 1.4903,                 1.0281,                0.93033,                0.24633,                0.10752,                0.11527,                0.04833,                0.21482,                0.09694,                0.10896,                0.04934,                  1.864,                 1.9512,                  1.293,                 1.2055,             0.00085834,             0.00085834,             0.00085834
                     51,                  1.314,                 1.4503,                 1.1039,                0.93232,                0.26578,                0.11046,                0.12062,                0.05133,                0.25328,                0.11099,                0.12417,                0.05507,                 1.8383,                 1.9517,                 1.2895,                 1.1627,             0.00084184,             0.00084184,             0.00084184
                     52,                 1.3096,                 1.3617,                 0.9878,                0.93386,                0.28779,                0.09482,                 0.1231,                0.05503,                0.27664,                0.09459,                0.12688,                0.05612,                 1.8733,                 2.0899,                 1.4619,                 1.1701,             0.00082533,             0.00082533,             0.00082533
                     53,                 1.2916,                 1.4019,                 1.0696,                0.93383,                0.22764,                0.10106,                0.10217,                0.04046,                0.20159,                0.09107,                0.09143,                0.04043,                 1.9128,                 2.0677,                 1.4941,                 1.1889,             0.00080883,             0.00080883,             0.00080883
                     54,                 1.2956,                 1.4161,                0.99022,                0.94339,                0.23179,                 0.1046,                0.10433,                0.04376,                0.19949,                0.09694,                0.09185,                 0.0388,                 1.8758,                 1.9964,                  1.394,                 1.1932,             0.00079233,             0.00079233,             0.00079233
                     55,                 1.2926,                 1.4439,                0.99521,                 0.9455,                0.25757,                0.10282,                0.11713,                0.05054,                0.23317,                0.09518,                0.11009,                 0.0438,                 1.8813,                 2.0293,                 1.4498,                 1.1698,             0.00077582,             0.00077582,             0.00077582
                     56,                 1.2597,                 1.3992,                0.99481,                0.94972,                0.24339,                0.11163,                0.11429,                0.04807,                 0.2053,                0.10519,                0.10687,                0.04545,                 1.8699,                 1.9731,                 1.1971,                 1.2109,             0.00075932,             0.00075932,             0.00075932
                     57,                  1.293,                 1.4106,                0.99607,                0.92653,                0.25879,                0.10047,                0.11349,                0.04953,                0.23688,                0.09459,                0.11085,                0.04767,                 1.8744,                 1.9721,                 1.4347,                  1.193,             0.00074282,             0.00074282,             0.00074282
                     58,                  1.201,                 1.3575,                0.92286,                0.90933,                0.26991,                0.08402,                0.11458,                0.04945,                0.23785,                0.09694,                0.11409,                0.05287,                 1.8822,                 1.9938,                 1.6746,                 1.1778,             0.00072631,             0.00072631,             0.00072631
                     59,                 1.2077,                 1.3756,                 0.9471,                0.93073,                0.28236,                0.09166,                0.11874,                 0.0521,                 0.2715,                0.08813,                0.12004,                0.05605,                 1.8594,                 1.9748,                 1.5389,                 1.1743,             0.00070981,             0.00070981,             0.00070981
                     60,                  1.242,                 1.3192,                0.96085,                0.93484,                0.27732,                0.10752,                0.12701,                0.05596,                0.23679,                0.09871,                0.11787,                0.05195,                 1.8241,                 2.0148,                 1.3282,                 1.1798,             0.00069331,             0.00069331,             0.00069331
                     61,                 1.2691,                 1.4245,                0.96236,                0.94155,                 0.2752,                0.08637,                0.11712,                0.05197,                0.15701,                0.12867,                0.11803,                0.05323,                  1.892,                 2.0025,                 1.7012,                 1.1782,              0.0006768,              0.0006768,              0.0006768
                     62,                 1.2347,                 1.3471,                0.92299,                0.93355,                0.25672,                0.10282,                0.11763,                0.04827,                0.22868,                0.09518,                0.10787,                0.04669,                 1.9114,                 2.0184,                  1.518,                 1.2165,              0.0006603,              0.0006603,              0.0006603
                     63,                 1.2072,                 1.3203,                0.89241,                 0.9007,                0.27856,                0.09387,                0.12671,                0.05506,                0.27128,                0.09224,                0.12376,                0.05319,                 1.8887,                 2.1276,                 1.5382,                 1.1749,              0.0006438,              0.0006438,              0.0006438
                     64,                 1.2316,                 1.3829,                0.92911,                0.92266,                0.23549,                0.09694,                0.11024,                0.04805,                0.21029,                0.08785,                0.10248,                0.04555,                 1.8497,                 1.9971,                 1.3807,                  1.185,             0.00062729,             0.00062729,             0.00062729
                     65,                 1.1992,                 1.3275,                0.87861,                0.90701,                 0.2882,                0.09224,                0.11723,                0.05287,                0.25969,                0.08813,                0.12137,                 0.0534,                 1.8848,                 2.1669,                 1.5289,                 1.2018,             0.00061079,             0.00061079,             0.00061079
                     66,                 1.1982,                 1.3421,                0.88723,                 0.9183,                0.28209,                0.10223,                0.12113,                  0.051,                 0.2495,                0.09929,                0.11535,                0.04791,                 1.8701,                  2.102,                 1.3613,                 1.1886,             0.00059429,             0.00059429,             0.00059429
                     67,                 1.1676,                 1.3638,                0.88829,                0.92886,                0.25035,                0.10693,                0.11455,                0.04855,                0.22853,                0.10341,                0.10847,                0.04781,                 1.8575,                 2.0552,                 1.4093,                 1.1906,             0.00057778,             0.00057778,             0.00057778
                     68,                 1.1968,                 1.3661,                0.91407,                   0.92,                0.29002,                0.09981,                0.12486,                0.05612,                0.25402,                0.09102,                0.11731,                0.05086,                  1.885,                  2.004,                 1.4399,                 1.1882,             0.00056128,             0.00056128,             0.00056128
                     69,                 1.1719,                 1.3205,                0.88556,                0.89427,                0.27061,                0.09283,                0.11547,                0.04946,                0.25056,                0.08754,                0.11292,                0.04934,                 1.8853,                 2.0707,                 1.5244,                 1.1877,             0.00054478,             0.00054478,             0.00054478
                     70,                 1.1725,                 1.3362,                0.86914,                0.92107,                0.29989,                0.09048,                0.12579,                0.05704,                0.21827,                0.09636,                0.11509,                0.05255,                 1.8676,                 2.0734,                 1.4169,                 1.2046,             0.00052827,             0.00052827,             0.00052827
                     71,                 1.1691,                  1.273,                0.88814,                0.90458,                0.28889,                0.09568,                0.12891,                0.05865,                0.25529,                0.08578,                0.12061,                 0.0547,                 1.8368,                 2.0844,                 1.4617,                 1.1816,             0.00051177,             0.00051177,             0.00051177
                     72,                 1.1642,                 1.3182,                0.83363,                0.89994,                0.28913,                0.09184,                0.12242,                0.05216,                0.19371,                0.10928,                0.10835,                0.04703,                 1.8844,                 2.0368,                 1.5845,                  1.185,             0.00049527,             0.00049527,             0.00049527
                     73,                 1.1279,                 1.2426,                  0.841,                0.88937,                0.26955,                0.10223,                0.12205,                0.05146,                0.24078,                 0.0955,                0.11348,                0.04742,                 1.9015,                 2.0434,                 1.4741,                 1.2253,             0.00047876,             0.00047876,             0.00047876
                     74,                 1.1279,                 1.2874,                 0.8138,                0.88279,                0.30477,                0.09447,                0.13052,                0.06038,                0.24513,                0.09493,                0.12575,                0.05626,                 1.8461,                  1.971,                 1.3658,                 1.2013,             0.00046226,             0.00046226,             0.00046226
                     75,                 1.1782,                 1.3002,                0.87398,                0.92336,                0.28175,                0.10987,                0.12522,                0.05403,                 0.2341,                0.09812,                0.10874,                0.04847,                 1.8954,                 2.0213,                 1.3196,                 1.2158,             0.00044576,             0.00044576,             0.00044576
                     76,                 1.1563,                 1.2816,                0.85754,                0.90373,                0.26999,                0.09401,                0.12268,                 0.0531,                0.23628,                0.08738,                 0.1125,                 0.0501,                 1.8809,                  2.031,                  1.597,                 1.1904,             0.00042925,             0.00042925,             0.00042925
                     77,                 1.1503,                 1.2817,                0.84168,                0.90198,                0.25707,                0.09518,                0.11428,                0.04896,                0.21899,                0.08284,                0.10352,                0.04575,                 1.8592,                 2.0994,                 1.5009,                 1.1987,             0.00041275,             0.00041275,             0.00041275
                     78,                  1.189,                  1.367,                0.88139,                0.92704,                0.25305,                0.10517,                0.12305,                0.05348,                0.22018,                0.09518,                0.10946,                0.04668,                 1.8834,                 2.0112,                 1.2809,                 1.2121,             0.00039625,             0.00039625,             0.00039625
                     79,                 1.1332,                 1.2075,                0.84265,                0.91197,                0.29878,                0.09518,                0.12748,                0.05554,                0.26033,                0.09445,                0.11673,                0.05139,                 1.8792,                 2.1902,                 1.6814,                 1.2122,             0.00037974,             0.00037974,             0.00037974
                     80,                 1.0767,                 1.2225,                0.82224,                0.89114,                0.25598,                0.10106,                0.12167,                0.05385,                0.24124,                 0.0975,                0.11421,                0.04894,                 1.8307,                 2.1633,                 1.4657,                 1.1682,             0.00036324,             0.00036324,             0.00036324
                     81,                 1.0589,                 1.2194,                 0.7774,                0.87936,                0.27826,                0.10322,                0.12928,                0.05679,                0.24778,                0.09697,                0.11863,                0.05151,                 1.8297,                 2.1039,                 1.3863,                 1.1812,             0.00034674,             0.00034674,             0.00034674
                     82,                 1.1193,                 1.2527,                0.80484,                0.89823,                0.26462,                0.10047,                0.12543,                0.05494,                0.23563,                0.08989,                0.11267,                0.04967,                 1.8218,                 2.0813,                 1.4804,                 1.1608,             0.00033023,             0.00033023,             0.00033023
                     83,                 1.0925,                 1.2351,                0.78099,                0.89587,                0.30381,                0.09459,                0.13349,                0.05758,                0.17325,                0.11932,                0.11861,                0.05544,                 1.8674,                 2.0458,                 1.5005,                 1.1889,             0.00031373,             0.00031373,             0.00031373
                     84,                 1.0404,                 1.2835,                0.77228,                 0.8838,                0.26501,                0.09577,                0.11882,                0.05276,                 0.2245,                0.08402,                0.10477,                0.04411,                 1.8434,                 2.0704,                 1.5222,                 1.1732,             0.00029723,             0.00029723,             0.00029723
                     85,                 1.0642,                 1.2411,                0.77457,                0.88912,                0.27566,                0.09024,                0.12749,                0.05802,                0.10091,                0.14395,                 0.1155,                  0.051,                 1.8173,                 2.0636,                 1.5629,                 1.1583,             0.00028072,             0.00028072,             0.00028072
                     86,                 1.0615,                 1.2787,                0.79882,                0.88021,                 0.2819,                0.09929,                0.12964,                0.05655,                0.24145,                0.08724,                0.11517,                0.05064,                 1.8328,                 2.1041,                 1.4222,                 1.1595,             0.00026422,             0.00026422,             0.00026422
                     87,                 1.0783,                 1.3189,                0.80773,                0.87856,                0.29391,                0.08578,                0.12335,                0.05438,                0.09788,                0.14101,                0.11048,                0.04862,                 1.8394,                 2.1079,                 1.6784,                 1.1629,             0.00024772,             0.00024772,             0.00024772
                     88,                 1.0368,                  1.236,                0.76432,                0.88683,                0.28203,                0.08754,                0.12597,                0.05641,                0.10478,                0.13396,                0.11202,                0.04958,                 1.8551,                 2.0853,                 1.7138,                 1.1711,             0.00023121,             0.00023121,             0.00023121
                     89,                 1.0748,                 1.2073,                0.78399,                 0.9198,                0.28775,                0.10833,                0.13347,                 0.0584,                0.24793,                0.09694,                0.11792,                0.04932,                 1.7952,                  2.093,                 1.3432,                  1.187,             0.00021471,             0.00021471,             0.00021471
                     90,                 1.0744,                 1.2476,                0.77704,                0.88669,                0.28782,                0.09803,                0.13179,                0.05915,                0.24897,                0.09518,                0.11876,                 0.0506,                 1.8223,                 2.0412,                  1.565,                 1.1699,             0.00019821,             0.00019821,             0.00019821
                     91,                 1.4918,                 1.6087,                 1.5637,                 1.0506,                0.26098,                0.09687,                0.11466,                0.04957,                0.22588,                0.08424,                0.10573,                 0.0449,                 1.8477,                 2.1051,                 1.4245,                  1.184,              0.0001817,              0.0001817,              0.0001817
                     92,                 1.5206,                 1.6143,                 1.6055,                 1.0132,                0.29551,                0.08746,                0.12144,                0.05299,                0.18571,                0.10987,                0.11002,                0.04861,                 1.8913,                 2.0339,                 1.6923,                 1.2062,              0.0001652,              0.0001652,              0.0001652
                     93,                 1.4979,                 1.4977,                 1.3813,                 1.0363,                0.28705,                0.09504,                0.12129,                0.05602,                0.26539,                0.08839,                0.11469,                0.05235,                 1.7909,                  1.967,                  1.461,                 1.1734,              0.0001487,              0.0001487,              0.0001487
                     94,                 1.5416,                 1.4824,                 1.4907,                 1.0458,                0.30612,                0.09555,                0.12421,                0.05459,                0.25519,                0.08872,                0.11219,                0.04825,                 1.8291,                 1.9723,                 1.7026,                 1.1661,             0.00013219,             0.00013219,             0.00013219
                     95,                 1.4166,                  1.521,                 1.4261,                 1.0081,                0.30731,                0.10106,                 0.1261,                0.05731,                0.26818,                0.08836,                0.12009,                0.05241,                 1.7834,                 1.9435,                  1.504,                 1.1546,             0.00011569,             0.00011569,             0.00011569
                     96,                  1.452,                 1.4858,                 1.4106,                  1.059,                0.29051,                0.09401,                0.11928,                0.05383,                0.25715,                0.08399,                0.11161,                0.04703,                 1.8193,                 1.9745,                 1.6475,                 1.1616,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                 1.4851,                 1.4592,                 1.4246,                 1.0168,                0.30366,                0.09459,                0.12064,                0.05484,                0.25958,                0.09283,                0.11493,                  0.052,                 1.7972,                 1.9402,                 1.6751,                 1.1548,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 1.4752,                 1.5886,                 1.3577,                 1.0359,                0.29962,                0.09812,                0.12401,                 0.0541,                0.26096,                0.08637,                0.11562,                0.04884,                 1.8165,                 1.9505,                 1.5822,                 1.1585,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                 1.4158,                 1.4347,                 1.3491,                 1.0037,                0.28877,                0.09988,                0.12286,                0.05511,                0.25887,                0.09048,                0.11884,                0.05269,                 1.7845,                 1.9522,                 1.4871,                 1.1497,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 1.4627,                 1.5753,                 1.2485,                  1.039,                0.28762,                0.10282,                 0.1253,                0.05551,                0.25638,                0.09337,                0.11735,                0.05198,                 1.7843,                 1.9714,                  1.483,                 1.1482,             3.3173e-05,             3.3173e-05,             3.3173e-05
